49905;261.5
49932;260
49949;257.9
49981;256.2
50047;254.5
50068;252.5
50099;250.8
50146;249.4
50160;247.9
50180;246
50190;244.3
50269;242.5
50303;240.6
50324;238.9
50350;237
50364;235.5
50414;234.1
50428;232.6
50440;231.1
50489;230.3
50499;229.4
50519;228.5
50542;227.8
50562;226.9
50603;225.8
50658;224.8
50679;223.6
50698;222.2
50733;220.9
50778;219.7
50803;218.3
50817;216.9
50831;215.6
50880;214.6
50930;213.4
50942;212.3
50959;211.4
51016;210.6
51030;209.6
51059;208.7
51073;207.7
51096;206.3
51164;205.1
51220;203.9
51231;202.8
51244;201.8
51259;201.1
51308;200.1
51339;198.9
51351;197.2
51380;195.9
51416;194.5
51439;193.2
51463;192
51516;190.9
51530;189.7
51578;188.4
51632;187.4
51687;186.2
51707;185
51721;183.9
51765;182.3
51799;180.7
51848;179.3
51860;177.1
51879;174.5
51932;172.4
52012;170.2
52022;167.6
52040;165.8
52100;164.6
52115;162.9
52131;160.8
52164;158.9
52214;157.2
52265;155.3
52277;153.6
52302;152.1
52315;150.4
52331;148.4
52383;146.2
52402;144.4
52437;142.8
52461;141.1
52480;139.8
52494;138.9
52506;137.9
52520;136.7
52533;135.8
52559;134.6
52584;133.3
52601;132.1
52618;130.8
52632;129.8
52649;128.8
52667;127.7
52685;126.1
52719;124.7
52755;123.2
52772;121.7
52787;120.4
52809;119.1
52831;117.7
52868;116.2
52899;114.6
52917;113
52987;111.8
53019;110.5
53032;108.9
53058;107.1
53117;104.6
53178;102.2
53255;99.9
53267;97.8
53281;96.2
53316;95.4
53346;94.5
53372;93.7
53389;92.8
53399;92.2
53416;91
53433;89.6
53453;88.1
53472;86.5
53486;84.6
53518;83
53541;81.6
53560;80.2
53572;78.9
53587;77.8
53644;76.7
53655;75.9
53669;74.8
53690;74.1
53724;73.3
53737;71.7
53751;69.7
53817;67.6
53871;65.1
53897;62
53944;59.7
54034;57.4
54058;55.6
54086;54.1
54098;53.1
54110;51.8
54174;50.5
54238;49
54278;47.5
54320;46
54337;44.5
54368;42.7
54393;40.1
54475;37.4
54557;34.8
54587;32.3
54616;30.2
54643;29.2
54668;28
54681;26.6
54727;25.4
54776;24.1
54786;22.7
54806;21.2
54836;20.2
54863;19.1
54880;17.8
54908;16.6
54945;15.8
54960;14.7
54988;13.7
55003;13
55037;11.9
55051;11
55120;10.3
55136;9.7
55148;8.8
55169;8.4
55226;7.9
55239;7.5
55268;7.2
55282;7.4
55312;7.7
55351;8.1
55366;8.7
55378;9.1
55474;9.4
55504;9.6
55543;9.9
55589;10.3
55608;11.1
55639;12
55656;13
55675;14.1
55692;15.2
55713;16
55731;17.4
55747;18.5
55795;19.5
55809;20.6
55824;21.8
55839;23
55864;24.4
55911;26.1
55938;27.8
55975;29.6
56013;31
56053;32.3
56068;33.4
56082;34.5
56099;35.4
56116;36.4
56144;37.3
56162;38.5
56177;39.6
56268;40.7
56301;41.7
56326;43
56350;44.5
56384;47
56475;49.3
56557;51.9
56579;54.5
56638;56.5
56656;57.7
56675;59.1
56701;60.1
56724;61
56761;62.2
56787;63.3
56833;64.3
56843;65.3
56857;66.5
56889;67.7
56931;68.6
56945;70
56959;71.6
56996;72.8
57031;74.1
57051;75.3
57068;76.4
57079;77.2
57098;78.3
57117;79.6
57162;81.2
57215;82.9
57241;84.4
57253;86
57268;87.4
57302;88.6
57329;89.9
57345;91.3
57362;92.6
57375;93.6
57398;94.7
57412;95.7
57428;97.1
57440;98.3
57474;100.2
57495;102.2
57561;104.1
57572;106.4
57593;108.8
57629;110.5
57670;112.4
57698;114.3
57727;115.9
57743;117.5
57781;119.2
57811;120.8
57824;122.7
57846;124.3
57885;125.9
57895;127.4
57920;128.8
57935;129.7
57947;130.5
57958;131.3
57971;132.7
58015;134.2
58064;136
58079;138.3
58103;140.4
58165;141.7
58183;143.2
58211;145.1
58259;147.2
58322;149.3
58384;151.7
58396;154
58412;155.6
58427;156.9
58465;158.1
58476;159.1
58486;160.2
58501;161.5
58537;162.3
58554;163.4
58567;164.7
58594;166
58623;167.5
58671;169.4
58710;171.1
58753;172.9
58770;174.2
58829;174.9
58846;175.1
58864;174.7
58886;174.1
58923;173.5
58995;173.4
59010;173.6
59026;174.2
59049;174.8
59070;175.5
59090;176.1
59112;176.7
59130;177.9
59154;179.7
59209;181.4
59265;183.8
59276;186.1
59323;187.7
59344;188.7
59362;189.5
59400;189.5
59499;189.5
59518;189.5
59538;189.3
59576;189
59643;188.6
59686;188.1
59735;187.6
59791;187.3
59847;187
59858;186.9
59871;186.7
59885;186.5
59896;186.3
59972;186.1
59997;185.7
60071;185.2
60117;184.7
60165;184.2
60206;183.7
60227;183.4
60252;183.1
60271;182.9
60314;182.7
60341;182.4
60391;182.1
60441;181.6
60458;180.9
60479;180.4
60506;179.9
60525;179.4
60545;179.1
60563;178.7
60574;178.2
60591;177.2
60602;176.1
60660;174.7
60679;173.3
60700;171.8
60741;170.8
60763;169.8
60780;168.8
60801;167.9
60826;167.1
60873;166.2
60889;165.4
60931;164.8
60948;164.3
60960;163.7
60974;163
60994;162.1
61039;161.2
61059;160.2
61073;159.2
61086;158.4
61119;157.5
61138;156.6
61162;155.8
61185;155
61198;154.4
61213;153.6
61223;152.4
61245;151.1
61298;149.8
61332;148.2
61368;147.1
61386;146
61415;145
61437;143.6
61473;142
61542;140
61593;138.2
61643;136.6
61667;135.2
61683;133.9
61725;132.8
61768;131.5
61806;130
61824;128.6
61851;127.2
61889;125.8
61920;124.2
61953;122.4
61989;120.8
62079;119.1
62098;117.6
62124;116.3
62149;115.4
62169;114.2
62191;112.9
62224;111.4
62290;110.2
62325;109.1
62342;108.2
62359;107.8
62374;107.2
62391;106.5
62404;105.5
62426;104.5
62446;102.7
62500;100.9
62547;99.1
62605;97.1
62623;95
62670;93.5
62728;92.5
62748;90.9
62763;89.7
62783;88.9
62794;88
62805;86.8
62818;85.9
62846;84.9
62871;83.8
62884;82.6
62895;81.7
62932;81
62944;80.2
62954;79.3
62965;78.3
63001;77.3
63023;76
63061;74.8
63078;73.9
63106;73
63118;72.2
63130;71.2
63148;70.1
63169;68.9
63195;67.1
63212;65.5
63259;64.1
63297;62.7
63315;61.3
63332;60.3
63364;59.2
63404;58.3
63414;57.4
63431;56.2
63449;55.3
63484;54.1
63504;53
63515;51.8
63533;51
63551;50
63570;49.3
63590;48.5
63620;47.4
63644;46.2
63681;44.7
63698;43.2
63720;41.7
63738;39.8
63778;37.8
63864;35.9
63925;34.2
63949;32.5
63964;31.6
63979;30.8
64001;30.2
64040;29.4
64054;28.3
64068;27.4
64135;26.1
64146;24.7
64189;22.8
64205;21.2
64278;19.3
64330;17.8
64364;16.5
64432;15.9
64451;15.5
64467;15.3
64487;15.5
64506;15.7
64562;16.2
64603;16.8
64656;17.4
64673;18.2
64688;18.9
64702;19.6
64722;20.3
64757;21.5
64780;22.6
64834;23.9
64852;25
64866;26.2
64882;27.2
64936;28.2
64961;29.1
64984;30.4
65043;31.4
65099;32.1
65122;32.9
65136;33.5
65151;33.8
65166;34.5
65189;35.5
65240;36.5
65290;37.7
65314;38.9
65339;39.7
65362;40.5
65377;41.4
65399;42.3
65450;43.1
65472;44.1
65490;45.2
65510;46.2
65561;47
65595;47.7
65610;48.3
65622;48.6
65633;48.6
65687;48.6
65742;48.7
65802;48.7
65862;48.7
65877;48.7
65900;48.8
65919;48.9
65942;49
65966;49.2
66015;49.4
66052;49.6
66062;49.8
66073;50
66084;50.3
66127;50.6
66149;50.9
66168;51.3
66190;51.7
66202;52.4
66244;53
66292;53.6
66310;54.5
66351;55.3
66371;56
66407;56.8
66444;57.7
66483;58.5
66519;59.2
66539;59.9
66560;60.5
66594;61
66606;61.5
66641;62.2
66663;62.9
66688;63.5
66712;64.1
66726;64.7
66739;65.3
66752;66
66780;66.9
66816;67.9
66834;69.1
66874;70.3
66888;71.6
66900;72.8
66923;74
66947;75.1
66994;76.5
67011;77.9
67044;79.8
67099;81.6
67146;83.4
67198;85.3
67225;86.8
67265;87.8
67279;88.6
67297;89.1
67309;89.9
67326;91.5
67391;92.9
67468;94.7
67491;96.9
67515;99.3
67578;101.2
67659;103.2
67679;105.6
67696;107.5
67771;108.8
67790;110.2
67807;112
67824;113.6
67878;115.7
67937;117.9
67986;119.7
68008;121.2
68019;122.2
68038;123
68056;123.5
68076;124.2
68127;124.8
68146;125.2
68166;125.8
68221;126.3
68242;126.9
68261;127.4
68275;128.3
68311;129.1
68356;130
68388;131
68429;132.1
68444;133.1
68486;134
68524;134.7
68539;135.9
68556;137
68624;137.9
68634;138.9
68655;140.2
68672;141.2
68734;142.4
68777;143.6
68808;144.6
68831;145.4
68844;146.1
68860;146.6
68885;147.2
68906;147.9
